network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Lateral Root Density,E0184,ATGLR3.3,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0185,CEP1,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0186,PFALAAT,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0187,CO2,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0188,Sequence variation i,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0189,SWCNHS,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0190,Exogenous nitrate,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0191,ABI4,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0192,AUNPS,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0193,Limited soil nutrien,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0194,TaMOR-D overexpressi,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0195,TDP2,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0196,Inoculation with eps,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0197,Decapitation of the ,GENE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
Lateral Root Density,E0198,AtGH3.15,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0199,standard excisions,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0200,low phosphate,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0201,A. brasilense,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0202,U. esculenta,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0203,P<sub>i</sub> starva,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0204,ARF8,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0205,GM41,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,,0,
Lateral Root Density,E0206,Strigolactone,HORMONE,Lateral_Root_Density,PHENOTYPE,-1,repression,,0,
