test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,wt_value,perturbed_value,comparison_baseline,comparison_baseline_value,ratio,log2_fold_change,direction_threshold,predicted_direction,expected_direction,correct,phenotype_node,complexity_score,complexity_label,path_length,converged,iterations,evidence_doi
T017,AP2,knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,12,10.1007/s00497-009-0116-1
T018,ARF2,knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,12,10.1242/dev.02331
T019,TTG2,knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,decreased,False,Seed_Size,1,easy,1,True,12,10.1073/pnas.0907024106
T020,ANT,knockout,0.0,,,1.0,9.999797,WT,1.0,9.999797,3.3219,0.05,increased,decreased,False,Seed_Size,1,easy,1,True,30,10.1105/tpc.161088
T021,ANT,overexpression,2.0,,,1.0,0.500195,WT,1.0,0.500195,-0.9994,0.05,decreased,increased,False,Seed_Size,1,easy,1,True,22,10.3390/ijms232113256
T022,GAI,gain_of_function,2.0,,,1.0,1.001673,WT,1.0,1.001673,0.0024,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,6,10.1242/dev.201853
T023,RGA,gain_of_function,2.0,,,1.0,1.001673,WT,1.0,1.001673,0.0024,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,6,10.1242/dev.201853
T024,RGL1,gain_of_function,2.0,,,1.0,1.001673,WT,1.0,1.001673,0.0024,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,6,10.1242/dev.201853
T025,RGL2,gain_of_function,2.0,,,1.0,1.001673,WT,1.0,1.001673,0.0024,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,6,10.1242/dev.201853
T026,GAI,knockout,0.997,,,1.0,0.999998,WT,1.0,0.999998,-0.0,0.05,unchanged,decreased,False,Seed_Size,1,easy,1,True,1,10.1242/dev.201853
T027,RGL1,knockout,0.997,,,1.0,0.999998,WT,1.0,0.999998,-0.0,0.05,unchanged,decreased,False,Seed_Size,1,easy,1,True,1,10.1242/dev.201853
T028,RGL2,knockout,0.997,,,1.0,0.999998,WT,1.0,0.999998,-0.0,0.05,unchanged,decreased,False,Seed_Size,1,easy,1,True,1,10.1242/dev.201853
T029,GID1A,knockout,2.0,,,1.0,1.001673,WT,1.0,1.001673,0.0024,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,6,10.1242/dev.201853
T030,GID1B,knockout,2.0,,,1.0,1.001673,WT,1.0,1.001673,0.0024,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,6,10.1242/dev.201853
T031,Paclobutrazol,chemical_treatment,0.1,,,1.0,0.993906,WT,1.0,0.993906,-0.0088,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,10,10.1242/dev.201853
T032,SOD7,knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,12,10.1038/s41438-019-0187-6
T033,DPA4,knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,12,10.1038/s41438-019-0187-6
T034,SOD7 DPA4,double_knockout,0.0,,,1.0,0.975318,WT,1.0,0.975318,-0.0361,0.05,unchanged,increased,False,Seed_Size,2,medium,1,True,14,10.1038/s41438-019-0187-6
T035,SHB1,knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,decreased,False,Seed_Size,1,easy,1,True,12,10.1105/tpc.108.064972
T036,SHB1,gain_of_function,2.0,,,1.0,1.001673,WT,1.0,1.001673,0.0024,0.05,unchanged,increased,False,Seed_Size,1,easy,1,True,6,10.1105/tpc.108.064972
T037,MINI3,knockout,0.0,,,1.0,9.999797,WT,1.0,9.999797,3.3219,0.05,increased,decreased,False,Seed_Size,1,easy,1,True,30,10.1073/pnas.0508418102
T038,IKU2,knockout,0.0,,,1.0,9.999797,WT,1.0,9.999797,3.3219,0.05,increased,decreased,False,Seed_Size,1,easy,1,True,30,10.1073/pnas.0508418102
T039,IKU2,overexpression,2.0,,,1.0,0.500195,WT,1.0,0.500195,-0.9994,0.05,decreased,increased,False,Seed_Size,1,easy,1,True,22,10.3390/ijms241310666
T040,MINI3 IKU2,double_knockout,0.0,,,1.0,9.999797,WT,1.0,9.999797,3.3219,0.05,increased,decreased,False,Seed_Size,2,medium,1,True,30,10.1073/pnas.0508418102
T041,IKU1,knockout,0.0,,,1.0,0.987669,WT,1.0,0.987669,-0.0179,0.05,unchanged,decreased,False,Seed_Size,1,easy,1,True,12,10.1073/pnas.0508418102
T042,IKU1 IKU2 MINI3,triple_knockout,0.0,,,1.0,9.874764,WT,1.0,9.874764,3.3037,0.05,increased,decreased,False,Seed_Size,3,hard,1,True,30,10.1073/pnas.0508418102
T043,RAV1,overexpression,2.0,,,1.0,0.500195,WT,1.0,0.500195,-0.9994,0.05,decreased,decreased,True,Seed_Size,1,easy,1,True,22,10.14348/molcells.2018.0259
